0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
E124,785525535.3399987,58677261.88999987,844202797.2299992,741780367.8300117,66657380.340000615,808437748.17,51462.62679114247,3844.1602391247293,55306.787030267245,674959.3883803565,60652.75736123805,735612.1457415832,127641.45402810117,9030.191220854063,134579.36529143975,398657.04198661284,37200.67655572807,430563.4654328834,13.08374377015351,15.495902270786122,13.244287711692655,-2.192625926780514,-1.4656878590491647,-2.1842972519039274,391.51848709401395,650.5117102977388,409.100433201001,5.567863169182354,2.953164681205852,5.475421324056711,43745167.509987,-7980118.450000748,35765049.05999923
E125,932383246.0200003,68818562.57999936,1001201808.6000003,941211364.4900177,83629745.46000104,1024841109.9499999,52451.80276890191,3871.4312882537893,56323.23405715573,682037.2206449403,60601.26482608771,742638.4854710144,125296.9244791885,8602.804211621593,131866.85542450106,381055.427932566,36009.1689040236,411487.14275200426,12.320006265208484,15.377605594636178,12.500583432709817,-2.119247516343837,-1.3370566449019585,-2.11260491062886,365.22336717956256,677.9478493936225,383.96980380036314,5.4981311370036305,2.579665233260231,5.405049965685031,-8828118.470017314,-14811182.880001679,-23639301.349999666
E126,112773465.19000003,16045258.440000016,128818723.62999995,520691097.8199993,17316278.560000006,538007376.3799999,218977.60231067968,31155.841631067993,250133.44394174748,411939.15966772096,13699.587468354435,425638.74713607586,298698.9893256151,45092.08806755225,342135.6867444727,399607.21849376964,16211.848650151484,412390.99217072735,1.3545942568902343,1.5261150342536616,1.3646318449702084,-0.060958972176163036,3.1183340149926866,-0.06094363847632148,0.36815424914089734,0.9573111368806178,0.40214548726838073,-0.4032060953095966,22.77558682490298,-0.40945526748513217,-407917632.6299993,-1271020.1199999899,-409188652.74999994
E127,1646702.46,118856.47999999968,1765558.9399999995,651937954.5299832,19570220.999999553,671508175.53,1156.392176966292,83.46662921348292,1239.858806179775,166992.30392673748,5012.863985655623,172005.16791239753,9390.225300834913,922.5974736470555,10212.403995725537,233390.309423083,7001.365354002043,240390.7532506227,24.92108973806342,28.193073505292404,24.64200621543545,3.0107141141155584,3.009928238052452,3.0107297794695658,678.6753484961208,845.7785458100124,654.5864803124098,7.584771954023516,7.581502180883977,7.5848356444644445,-650291252.0699831,-19451364.519999553,-669742616.5899999
E128,8928032.930000022,432467.02000000014,9360499.95000001,242390151.7899956,8299067.000000021,250689218.78999993,2848.7660912571864,137.99202935545634,2986.758120612639,208777.04719207203,7148.205857019829,215925.25304909554,13225.65965653892,851.243627178432,13861.515542497185,288103.3239253759,8584.378590154098,296389.42328916304,10.208540266624322,4.850287252316764,9.789601997439135,2.1420405324506313,1.8933454911343908,2.142285165599083,196.1802417878166,210.61713927979963,185.3445315706878,2.684325020831201,1.9960745693602266,2.6853418250904664,-233462118.8599956,-7866599.980000021,-241328718.8399999
E129,76126149.45999983,9451657.359999932,85577806.81999998,324806032.61999947,49593039.6800001,374399072.29999995,12841.793093792145,1594.4091363022828,14436.202230094463,62691.76464389104,9572.097988805268,72263.86263269639,61511.177889552106,8833.138543137457,69695.17616533572,40583.192083049726,6654.299996163068,46930.50563320567,11.114991393386234,12.975300992621959,11.1968082669414,-1.0090635260036245,-0.7062578921413859,-0.989794617579702,156.8859188594062,219.29144979877412,160.14573680332072,0.6479818363775425,0.07993017174800698,0.6125308236417824,-248679883.15999964,-40141382.320000164,-288821265.47999996
E130,72445153.24000014,4961822.8800000185,77406976.12000005,110036672.88000123,10107749.2500001,120144422.12999998,23197.295305795757,1588.800153698373,24786.095459494092,83298.01126419472,7651.589137017487,90949.6004012112,60866.034785331154,3999.0505740410426,64013.56481796808,29696.603671862118,2750.144770627303,32339.614870159752,8.497154764554523,5.776593643690935,8.256579630450267,-4.127866816563335,-3.572484745844181,-4.094599694602626,105.91730664030831,68.42699727609943,101.1679011424607,18.36193424826379,13.742038139633635,17.982944585932827,-37591519.64000109,-5145926.370000082,-42737446.00999993
E131,111348020.13999966,13755650.099999996,125103670.24000013,209084031.7899997,32676565.58000001,241760597.36999992,17059.601676114547,2107.4996322966135,19167.101308411235,67511.795863739,10551.038288666454,78062.83415240553,65358.730642046925,7329.56653097308,72534.81148779343,139884.06864820851,21593.356082928098,161332.07795460368,11.334548289198896,9.56094293719532,11.192365312744766,3.8831647704252643,3.8060807926224633,3.8604571162840244,148.68820145261049,114.94387233343573,145.9088470627787,17.48175919165759,17.14076066584172,17.274542813194515,-97736011.65000004,-18920915.48000001,-116656927.12999979
E132,64061771.730000384,6110116.069999919,70171887.7999999,203358261.85000336,17667972.89000017,221026234.7400001,12685.499352475324,1209.9239742574098,13895.423326732653,122578.81968053247,10649.772688366587,133228.592368897,33704.03504778194,3780.7424413602475,36861.016621333256,152881.09324605452,12312.18879323518,163069.05797660933,5.378386524850808,6.527409941087904,5.440730899367537,3.6539397307533465,4.914912305272614,3.6681695481315852,82.2236234177019,120.86913613265965,87.10509460193016,17.056777491885242,27.56611496415802,16.860089976018134,-139296490.12000299,-11557856.82000025,-150854346.9400002
E133,39108647.88000003,1550384.1600000104,40659032.04,113655014.38000005,3409650.4800000046,117064664.86000001,24458.19129455912,969.5960975609821,25427.787392120073,811821.5312857147,24354.64628571432,836176.1775714287,74605.15284461196,3336.7823414076292,77089.79144130576,346625.1108131314,10398.753596803335,357023.86440993403,8.087107448332482,6.82403767253782,8.026898046292482,-2.7960645044270027,-2.796064145445833,-2.796064493971244,86.83076066873817,64.10424156839302,85.70838534796847,9.142079558360543,9.142076586686876,9.142079471807001,-74546366.50000003,-1859266.3199999942,-76405632.82000002
E134,3928745.500000016,366483.88999999984,4295229.390000001,122815469.98000133,7368930.269999939,130184400.25,2361.0249399038557,220.24272235576913,2581.267662259616,43321.153432099236,2599.269936507915,45920.4233686067,30634.39486577877,4808.884684686553,35403.27253841673,36371.13629922197,2182.2690482078924,38553.40534742862,37.826647495022435,40.05426803249188,38.24263994013053,-0.039738818708218084,-0.039738280695156336,-0.039738788254520194,1496.404634899145,1620.2555644161648,1519.5961643769433,-0.07236024010077768,-0.07235997328883492,-0.07236022499815631,-118886724.48000132,-7002446.379999939,-125889170.86
E135,24565279.44999995,1815677.990000026,26380957.440000005,135537558.51999986,7758321.609999989,143295880.12999997,8628.47890762204,637.7513136635146,9266.230221285565,369312.14855585794,21139.84089918253,390451.9894550408,36231.411884381705,2714.4390783299514,38277.253295617884,402833.9683127519,31523.899220814586,424294.9956966093,12.010615518226258,7.782110522744485,11.4501134934827,-0.1842673014562243,1.4164434123405696,-0.10567896633503891,247.40972379826175,94.80001571162458,226.47935723144275,0.4402584737347963,0.49669802859841594,0.19429080368986185,-110972279.0699999,-5942643.619999963,-116914922.68999997
